新疆城建（集团）股份有限公司工程事业部
3	浇筑围挡基础混凝土	m3	50	50	单价包含除主材以外的所有费用	人工浇筑混凝土、洒水、养护以及小型机具等																											
4	反光漆	m2	15	15	单价包含除主材以外的所有费用	完成该项所有内容																											
5	绿草皮安装	m2	2	2	单价包含除主材以外的所有费用	完成该项所有内容																											
7	管廊防水砖墙保护层砌筑	m3	280	280	除主材外的所有费用	场内材料运输、人工砌筑、现场砂浆制作以及小型机具等																											
8	浆砌片石挡墙	m3	145	145	除主材外的所有费用	场内材料运输、人工砌筑、现场砂浆制作、砌筑脚手架搭拆以及小型机具等																											
9	防尘网覆盖	m2	0.5	0.5	除主材外的所有费用	原材卸车、保管、覆盖、倒运、铺设、缝合、锚固等全部工作内容																											
10	消防水鹤安装	套	1500	1500	单价包含除主材以外的所有费用	完成该项目所有内容																											
11	消火栓安装	套	120	120	单价包含除主材以外的所有费用	完成该项目所有内容																											
12	公交护栏安装	m	40	40	单价包含除主材以外的所有费用	完成该项工作的全部工作内容，包含砼基础浇筑、预埋件安装、焊接等全部工作																											
13	托架制作安装	t	1800	1800	单价包含除主材以外的所有费用	制作：切断、调直、煨制、钻孔、组对、焊接；安装：打、堵洞眼、栽（埋）螺栓、安装																											
14	道路截水沟	m	260	260	单价包含除主材以外的所有费用	完成该项所有内容																											
15	水钻开洞 混凝土墙洞20cm厚φ100以内	个	70	70	单价包含除主材以外的所有费用	水钻钢筋混凝土墙开洞，含水钻台班，垃圾清理等																											
16	水钻开洞 混凝土墙洞20cm厚φ200以内	个	100	100	单价包含除主材以外的所有费用	水钻钢筋混凝土墙开洞，含水钻台班，垃圾清理等																											
17	水钻开洞 混凝土墙洞40cm厚φ100以内	个	120	120	单价包含除主材以外的所有费用	水钻钢筋混凝土墙开洞，含水钻台班，垃圾清理等																											
18	水钻开洞 混凝土墙洞40cm厚φ200以内	个	160	160	单价包含除主材以外的所有费用	水钻钢筋混凝土墙开洞，含水钻台班，垃圾清理等																											
19	水钻开洞 混凝土墙洞40cm厚φ200以外	个	200	200	单价包含除主材以外的所有费用	水钻钢筋混凝土墙开洞，含水钻台班，垃圾清理等																											
（十三）	绿化工程																																
1	更换水表安装	个	70	70	单价包含除主材以外的所有费用	pe管件焊接、法兰安装De63-De110
在原有给水井中增加阀门及管件																											
2	更换止回阀	个	50	50	单价包含除主材以外的所有费用																												
3	更换闸阀	个	45	45	单价包含除主材以外的所有费用																												
4	更换蝶阀	个	45	45	单价包含除主材以外的所有费用																												
5	种植乔木-20cm	株	115	115	单价包含除主材以外的所有费用	人工配合机械卸车、树坑施肥、清槽、树木修剪、围堰、调直、支撑搭设、养护浇水3遍（含打支撑）																											
6	种植乔木10-15cm	株	92	92	单价包含除主材以外的所有费用																												
7	种植乔木-8cm	株	70	70	单价包含除主材以外的所有费用																												
8	种植乔木-6cm	株	50	50	单价包含除主材以外的所有费用																												
9	种植乔木-5cm及以下	株	42	42	单价包含除主材以外的所有费用																												
10	栽植独株灌木（独株带造型）	株	15	15	单价包含除主材以外的所有费用	人工配合机械卸车、树坑施肥、树木修剪、围堰、调直、养护浇水等																											
11	栽植独株灌木	株	10	10	单价包含除主材以外的所有费用	人工挖树坑、翻土整地、清除杂物、施基肥、放样、栽植、浇水、清理。人工背运回填土																											
12	灌木	株	1	1	单价包含除主材以外的所有费用	人工配合机械卸车、施肥、树木修剪、调直、养护浇水3遍（丛生1元，带刺1.1元）																											
13	花卉	株	0.8	0.8	单价包含除主材以外的所有费用	人工配合机械卸车、施肥、造型摆放、养护、浇水3遍																											
14	撒草籽	m2	2.8	2.8	单价包含除主材以外的所有费用	场地平整、捡石头、施肥、草籽喷洒、洒水养护至出苗、补种																											
15	栽植攀缘植物	m2	25	25	单价包含除主材以外的所有费用	挖坑、栽植(落坑、扶正、回土、捣实、筑水围)，浇水、覆土、保墒、整形、清理、修理、绑绳人工背运回填土																											
16	移植乔木	株	80	80	单价包含除主材以外的所有费用	挖树、挖坑、栽植(修理、落坑、扶正、回土、捣实、筑水围)，浇水、覆土、保墒、整形、清理、三角木支撑																											
17	移植独株灌木	株	15	15	单价包含除主材以外的所有费用	挖树、翻土整地、清除杂物、施基肥、放样、栽植、浇水、清理。人工背运回填土																											
18	草皮铺种	㎡	6.5	6.5	单价包含除主材以外的所有费用	铺设拍紧、花格接槽、洒水、培土、场内运输。																											
19	地埋式喷头	套	6	6	单价包含除主材以外的所有费用	包含立管、三通焊接、阀门安装、秋千架安装、地埋喷头安装等																											
20	绿化养护	㎡	7	7	单价包含除主材以外的所有费用	1年养护人工费，包含浇水、施肥、修剪等除水以外的费用，按月结算1元/月，超过7元，按7月结算。																											
21	塑料阀门箱安装	座	15	15	单价包含除主材以外的所有费用	成品塑料圆形，直径30cm，成品箱安装。																											
22	塑料检查井安装	座	20	20	单价包含除主材以外的所有费用	成品塑料矩形给水阀箱,长5
54mm,宽422mm,高305mm，																											
23	塑料检查井安装	座	50	50	单价包含除主材以外的所有费用	成品玻璃钢阀门井,顶直径7
00mm,底直径1200mm,高12
00mm,壁厚10mm，包含安装，抹灰连接等																											
注：以上单价均为含税含管理费单价，税率为9%																																	
